User ID,User Age,User Gender,User Income,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities
227,54,Male,37224,Tokyo,2024-08-14,7,Family Visit,Car,Airbnb,7661,3450,4211,3,Qatar,Relaxation
228,22,Male,144814,Tokyo,2024-08-15,3,Family Visit,Plane,Resort,9729,4779,4950,5,Lufthansa,Relaxation
229,21,Female,49669,Rio de Janeiro,2024-08-16,2,Leisure,Plane,Hostel,7928,4149,3779,4,Qatar,Sightseeing
230,32,Female,59320,Rio de Janeiro,2024-08-17,16,Leisure,Car,Airbnb,5240,1785,3455,5,Delta,Cultural Exploration
231,36,Female,85595,Cape Town,2024-08-18,20,Leisure,Plane,Resort,8818,3812,5006,1,Delta,Cultural Exploration
232,39,Other,103296,New York,2024-08-19,5,Leisure,Bus,Hostel,9077,4789,4288,1,Delta,Cultural Exploration
233,51,Female,69302,New York,2024-08-20,16,Family Visit,Car,Hostel,1873,717,1156,1,Lufthansa,Sightseeing
234,28,Male,127988,Paris,2024-08-21,2,Family Visit,Bus,Airbnb,7000,2398,4602,4,Delta,Adventure Sports
235,49,Other,49704,Tokyo,2024-08-22,13,Business,Train,Airbnb,8726,4210,4516,1,Delta,Cultural Exploration
236,58,Other,24277,Rio de Janeiro,2024-08-23,20,Leisure,Train,Hostel,4573,2543,2030,5,Lufthansa,Relaxation
237,43,Male,94941,Tokyo,2024-08-24,4,Leisure,Plane,Hotel,5868,3346,2522,4,Delta,Adventure Sports
238,54,Male,50161,New York,2024-08-25,12,Leisure,Car,Hotel,9940,5522,4418,3,United,Cultural Exploration
239,30,Male,127801,Paris,2024-08-26,19,Leisure,Bus,Hotel,1836,681,1155,2,Lufthansa,Adventure Sports
240,31,Male,68480,Rio de Janeiro,2024-08-27,2,Family Visit,Car,Airbnb,7218,3593,3625,5,Emirates,Adventure Sports
241,60,Other,20428,New York,2024-08-28,19,Leisure,Train,Hotel,9561,4813,4748,2,Qatar,Sightseeing
242,41,Other,29279,Sydney,2024-08-29,5,Business,Car,Hostel,9108,4801,4307,2,United,Cultural Exploration
243,43,Male,52500,Cape Town,2024-08-30,10,Leisure,Car,Airbnb,7574,3853,3721,2,Delta,Adventure Sports
244,42,Female,129268,Rio de Janeiro,2024-08-31,4,Family Visit,Car,Hotel,1597,486,1111,4,Delta,Cultural Exploration
245,43,Female,104396,Sydney,2024-09-01,17,Business,Train,Resort,3161,1196,1965,4,United,Cultural Exploration
246,30,Male,131593,Sydney,2024-09-02,13,Family Visit,Car,Airbnb,2199,961,1238,1,United,Sightseeing
247,49,Other,78115,Cape Town,2024-09-03,9,Business,Bus,Hostel,8815,4179,4636,3,Lufthansa,Cultural Exploration
248,23,Female,26690,Paris,2024-09-04,4,Leisure,Train,Airbnb,6631,3409,3222,1,Emirates,Cultural Exploration
249,43,Other,25728,New York,2024-09-05,18,Business,Plane,Airbnb,887,500,387,2,Emirates,Sightseeing
250,23,Other,137397,Sydney,2024-09-06,4,Family Visit,Car,Hostel,2338,1120,1218,2,Emirates,Adventure Sports
251,67,Other,70267,Rio de Janeiro,2024-09-07,17,Business,Train,Airbnb,1882,957,925,2,Emirates,Relaxation
252,57,Other,129507,Paris,2024-09-08,9,Family Visit,Bus,Resort,7191,2283,4908,5,Emirates,Relaxation
253,34,Female,97184,Rio de Janeiro,2024-09-09,8,Leisure,Car,Hostel,9907,4351,5556,4,Lufthansa,Relaxation
254,46,Female,93894,Rio de Janeiro,2024-09-10,15,Family Visit,Car,Hostel,4907,1929,2978,3,Delta,Sightseeing
255,26,Female,122867,Paris,2024-09-11,7,Business,Train,Resort,8108,3243,4865,1,United,Sightseeing
256,18,Male,64043,Rio de Janeiro,2024-09-12,18,Leisure,Train,Resort,2256,1133,1123,5,United,Adventure Sports
257,20,Female,80283,Paris,2024-09-13,10,Business,Car,Hostel,8724,5057,3667,4,Delta,Adventure Sports
258,59,Female,20997,Sydney,2024-09-14,6,Leisure,Bus,Resort,8035,2943,5092,2,Emirates,Adventure Sports
259,29,Other,54653,Cape Town,2024-09-15,5,Leisure,Plane,Resort,9770,3403,6367,1,Delta,Cultural Exploration
260,50,Female,106431,Paris,2024-09-16,17,Business,Bus,Airbnb,3836,2146,1690,1,Lufthansa,Cultural Exploration
261,53,Female,91096,Paris,2024-09-17,6,Leisure,Car,Hostel,8682,4030,4652,3,Qatar,Cultural Exploration
262,47,Male,135201,Cape Town,2024-09-18,7,Business,Car,Airbnb,6057,2466,3591,2,Delta,Relaxation
263,47,Male,54970,Paris,2024-09-19,15,Business,Bus,Airbnb,3472,1727,1745,5,Delta,Adventure Sports
264,33,Male,37103,Paris,2024-09-20,6,Business,Train,Resort,5471,3084,2387,4,Qatar,Cultural Exploration
265,50,Female,47344,Cape Town,2024-09-21,16,Leisure,Train,Airbnb,3782,2268,1514,1,United,Cultural Exploration
266,63,Female,90642,Paris,2024-09-22,6,Business,Plane,Resort,5924,3393,2531,3,Lufthansa,Relaxation
267,19,Other,112420,Sydney,2024-09-23,19,Leisure,Train,Hotel,9844,3019,6825,3,Emirates,Adventure Sports
268,28,Other,104253,Paris,2024-09-24,1,Leisure,Train,Airbnb,1036,508,528,5,United,Sightseeing
269,25,Other,135973,Cape Town,2024-09-25,14,Leisure,Plane,Hostel,4540,1433,3107,4,Qatar,Cultural Exploration
270,63,Other,37016,Sydney,2024-09-26,14,Business,Bus,Hotel,3533,1836,1697,2,Emirates,Adventure Sports
271,51,Female,83669,New York,2024-09-27,14,Family Visit,Car,Hotel,5466,3200,2266,1,Delta,Relaxation
272,31,Female,52970,Sydney,2024-09-28,15,Business,Car,Airbnb,2893,1679,1214,2,Emirates,Sightseeing
273,60,Other,81170,Cape Town,2024-09-29,7,Business,Car,Resort,1747,835,912,5,Delta,Cultural Exploration
274,30,Female,63998,Cape Town,2024-09-30,11,Business,Car,Hotel,5263,2342,2921,3,Emirates,Sightseeing
275,40,Male,126176,Cape Town,2024-10-01,2,Leisure,Train,Airbnb,4477,2154,2323,4,Lufthansa,Relaxation
276,38,Female,87367,Tokyo,2024-10-02,10,Leisure,Bus,Hostel,2120,1133,987,2,Qatar,Cultural Exploration
277,34,Male,140905,Tokyo,2024-10-03,11,Family Visit,Bus,Airbnb,4567,1828,2739,4,Emirates,Sightseeing
278,53,Female,84006,Rio de Janeiro,2024-10-04,16,Leisure,Bus,Resort,3279,1408,1871,4,Emirates,Sightseeing
279,23,Male,116025,New York,2024-10-05,11,Family Visit,Bus,Hostel,1725,791,934,2,Emirates,Adventure Sports
280,19,Other,135967,New York,2024-10-06,11,Leisure,Train,Resort,4568,2591,1977,3,United,Adventure Sports
281,57,Male,25190,Cape Town,2024-10-07,16,Leisure,Car,Airbnb,5992,3112,2880,1,Delta,Relaxation
282,66,Other,67733,Sydney,2024-10-08,11,Family Visit,Bus,Hostel,4408,1804,2604,1,Qatar,Sightseeing
283,36,Other,133812,Cape Town,2024-10-09,4,Business,Car,Resort,8791,4920,3871,1,United,Cultural Exploration
284,50,Male,138416,Cape Town,2024-10-10,1,Leisure,Car,Hostel,7673,3233,4440,5,Emirates,Sightseeing
285,40,Male,119825,Rio de Janeiro,2024-10-11,8,Family Visit,Train,Airbnb,4664,1841,2823,4,Lufthansa,Relaxation
286,69,Other,116404,Paris,2024-10-12,5,Family Visit,Plane,Hotel,3332,1635,1697,3,Qatar,Sightseeing
287,29,Male,67266,Paris,2024-10-13,9,Leisure,Train,Hostel,1664,924,740,3,Emirates,Cultural Exploration
288,64,Other,69296,Paris,2024-10-14,20,Leisure,Train,Resort,8738,4936,3802,3,Qatar,Relaxation
289,40,Other,44498,Sydney,2024-10-15,18,Leisure,Car,Resort,2369,792,1577,3,United,Cultural Exploration
290,62,Male,30925,Rio de Janeiro,2024-10-16,5,Business,Plane,Resort,8159,4656,3503,1,Lufthansa,Relaxation
291,66,Other,126603,Rio de Janeiro,2024-10-17,9,Family Visit,Car,Hotel,6967,2824,4143,5,Qatar,Relaxation
292,26,Other,28732,Rio de Janeiro,2024-10-18,15,Family Visit,Car,Hostel,8612,2871,5741,4,United,Relaxation
293,38,Female,115721,New York,2024-10-19,13,Business,Train,Resort,3198,1096,2102,4,Lufthansa,Relaxation
294,56,Other,64973,Tokyo,2024-10-20,11,Family Visit,Train,Hostel,6263,3638,2625,1,United,Adventure Sports
295,53,Female,117084,Tokyo,2024-10-21,1,Family Visit,Car,Hostel,4384,1350,3034,4,Delta,Adventure Sports
296,26,Female,117639,New York,2024-10-22,20,Business,Train,Hostel,3230,1501,1729,2,Emirates,Adventure Sports
297,22,Male,145226,Rio de Janeiro,2024-10-23,18,Business,Plane,Resort,791,260,531,2,Delta,Cultural Exploration
298,58,Other,45964,Sydney,2024-10-24,11,Business,Plane,Airbnb,7140,2454,4686,2,Qatar,Cultural Exploration
299,46,Male,20290,Cape Town,2024-10-25,15,Business,Train,Airbnb,8142,4092,4050,3,Delta,Cultural Exploration
300,33,Male,101303,Paris,2024-10-26,19,Leisure,Plane,Hostel,1820,818,1002,1,Delta,Sightseeing
301,32,Other,107999,Paris,2024-10-27,17,Business,Car,Airbnb,7647,4418,3229,3,Lufthansa,Cultural Exploration
302,64,Female,65088,Sydney,2024-10-28,5,Business,Plane,Airbnb,6227,2231,3996,2,Emirates,Cultural Exploration
303,57,Male,37183,Sydney,2024-10-29,4,Family Visit,Car,Hotel,3996,2331,1665,2,Qatar,Sightseeing
304,37,Other,81812,Tokyo,2024-10-30,1,Leisure,Bus,Hostel,6281,1920,4361,1,Lufthansa,Relaxation
305,50,Female,47685,Paris,2024-10-31,20,Leisure,Bus,Airbnb,5590,2531,3059,2,Lufthansa,Sightseeing
306,18,Other,104203,Cape Town,2024-11-01,5,Family Visit,Plane,Hotel,8507,4366,4141,5,Emirates,Relaxation
307,23,Female,93372,Rio de Janeiro,2024-11-02,17,Business,Car,Hotel,5454,1994,3460,4,Emirates,Adventure Sports
308,53,Other,127559,Tokyo,2024-11-03,2,Family Visit,Bus,Resort,8941,4345,4596,5,United,Cultural Exploration
309,18,Other,100010,New York,2024-11-04,9,Business,Bus,Hostel,3309,1466,1843,4,Qatar,Adventure Sports
310,22,Other,31518,Paris,2024-11-05,15,Business,Train,Hostel,9390,5027,4363,4,Lufthansa,Adventure Sports
311,35,Female,93036,New York,2024-11-06,15,Leisure,Car,Hostel,5293,2472,2821,4,Qatar,Sightseeing
312,51,Other,64171,Paris,2024-11-07,11,Leisure,Car,Airbnb,4083,1924,2159,4,Qatar,Cultural Exploration
313,37,Male,100006,Paris,2024-11-08,5,Business,Train,Hostel,3398,1070,2328,1,United,Sightseeing
314,64,Female,149616,Cape Town,2024-11-09,13,Leisure,Bus,Resort,9677,3802,5875,1,Lufthansa,Relaxation
315,27,Female,32899,Sydney,2024-11-10,13,Business,Plane,Airbnb,9322,4627,4695,1,Lufthansa,Relaxation
316,57,Other,21714,Rio de Janeiro,2024-11-11,6,Leisure,Bus,Airbnb,9400,3274,6126,5,Emirates,Adventure Sports
317,44,Male,124296,Cape Town,2024-11-12,19,Family Visit,Car,Airbnb,7142,2461,4681,1,Delta,Adventure Sports
318,40,Male,27854,Cape Town,2024-11-13,18,Leisure,Car,Airbnb,6457,3834,2623,4,United,Relaxation
319,47,Female,49292,Paris,2024-11-14,7,Business,Car,Resort,8736,4570,4166,1,Emirates,Sightseeing
320,54,Female,135995,New York,2024-11-15,7,Business,Plane,Hostel,688,301,387,1,Qatar,Adventure Sports
321,51,Female,149365,New York,2024-11-16,18,Family Visit,Bus,Airbnb,1345,586,759,2,Delta,Relaxation
322,48,Other,148902,New York,2024-11-17,16,Family Visit,Train,Airbnb,3100,967,2133,4,Qatar,Relaxation
323,23,Male,71397,New York,2024-11-18,16,Family Visit,Train,Resort,3456,1766,1690,5,Delta,Adventure Sports
324,20,Female,30519,Paris,2024-11-19,4,Leisure,Plane,Hostel,7819,3180,4639,1,Emirates,Adventure Sports
325,40,Female,149266,New York,2024-11-20,8,Leisure,Car,Hostel,3685,1664,2021,2,United,Relaxation
326,65,Male,54955,Cape Town,2024-11-21,8,Family Visit,Plane,Hostel,3315,1456,1859,2,Emirates,Relaxation
327,59,Female,121197,Sydney,2024-11-22,2,Family Visit,Plane,Hotel,7792,3523,4269,2,Delta,Cultural Exploration
328,54,Male,132715,Cape Town,2024-11-23,1,Family Visit,Train,Hotel,6399,3513,2886,2,United,Relaxation
329,25,Male,82084,Sydney,2024-11-24,17,Family Visit,Plane,Hotel,8826,2782,6044,5,United,Cultural Exploration
330,61,Female,22784,Tokyo,2024-11-25,19,Leisure,Bus,Hostel,1814,692,1122,3,United,Relaxation
331,50,Female,119259,Rio de Janeiro,2024-11-26,8,Leisure,Bus,Hostel,1598,511,1087,2,Delta,Relaxation
332,26,Female,83342,New York,2024-11-27,19,Family Visit,Car,Resort,4175,1727,2448,4,Lufthansa,Relaxation
333,34,Female,122976,Sydney,2024-11-28,20,Leisure,Bus,Airbnb,5079,1996,3083,1,Delta,Cultural Exploration
334,53,Other,21821,Tokyo,2024-11-29,8,Business,Train,Hostel,3859,1820,2039,2,Delta,Sightseeing
335,55,Other,66410,Rio de Janeiro,2024-11-30,13,Leisure,Car,Resort,6067,2424,3643,2,Lufthansa,Relaxation
336,32,Other,31527,Cape Town,2024-12-01,14,Leisure,Plane,Hotel,2674,918,1756,1,United,Adventure Sports
337,24,Male,61831,Sydney,2024-12-02,13,Leisure,Train,Hotel,5031,2633,2398,4,Qatar,Adventure Sports
338,69,Male,85854,Cape Town,2024-12-03,1,Business,Plane,Hotel,1099,639,460,1,Delta,Adventure Sports
339,40,Other,22904,Paris,2024-12-04,8,Business,Bus,Hotel,2521,805,1716,5,Emirates,Adventure Sports
340,37,Male,117504,New York,2024-12-05,3,Family Visit,Bus,Hostel,3747,1451,2296,3,Delta,Sightseeing
341,45,Female,141825,Paris,2024-12-06,4,Leisure,Car,Airbnb,6563,2459,4104,3,Delta,Adventure Sports
342,49,Male,48285,Cape Town,2024-12-07,3,Family Visit,Bus,Hotel,2891,1456,1435,2,Qatar,Cultural Exploration
343,61,Other,140630,Rio de Janeiro,2024-12-08,5,Family Visit,Train,Airbnb,4838,2711,2127,4,Lufthansa,Relaxation
344,18,Female,69858,New York,2024-12-09,1,Leisure,Car,Resort,5500,2655,2845,2,United,Cultural Exploration
345,59,Male,49571,Rio de Janeiro,2024-12-10,8,Business,Car,Resort,7180,3890,3290,2,Lufthansa,Sightseeing
346,38,Male,22552,Paris,2024-12-11,15,Business,Car,Hostel,9161,3693,5468,4,United,Sightseeing
347,53,Female,30509,Sydney,2024-12-12,17,Business,Train,Hotel,3643,2066,1577,4,Qatar,Cultural Exploration
348,20,Male,149424,New York,2024-12-13,14,Leisure,Car,Hostel,6520,2144,4376,3,Emirates,Adventure Sports
349,18,Other,112053,Paris,2024-12-14,16,Family Visit,Train,Resort,2731,1433,1298,1,Delta,Cultural Exploration
350,49,Female,56596,Cape Town,2024-12-15,10,Business,Bus,Hostel,6202,2574,3628,1,Delta,Relaxation
351,63,Male,29337,Sydney,2024-12-16,9,Leisure,Train,Hostel,1898,938,960,2,United,Cultural Exploration
352,30,Female,83465,Tokyo,2024-12-17,7,Family Visit,Bus,Airbnb,3203,1307,1896,4,Emirates,Adventure Sports
353,36,Other,64715,New York,2024-12-18,9,Leisure,Train,Hostel,7777,4574,3203,1,Delta,Relaxation
354,48,Male,75615,New York,2024-12-19,3,Leisure,Bus,Hostel,3805,1411,2394,1,Emirates,Sightseeing
355,44,Other,101879,New York,2024-12-20,1,Leisure,Plane,Hostel,1060,612,448,2,Qatar,Relaxation
356,20,Male,35131,Paris,2024-12-21,16,Family Visit,Bus,Airbnb,3623,1968,1655,4,United,Relaxation
357,27,Female,21837,Sydney,2024-12-22,4,Family Visit,Train,Resort,8592,4084,4508,4,Qatar,Sightseeing
358,34,Other,144710,Cape Town,2024-12-23,20,Leisure,Train,Resort,1926,659,1267,1,Lufthansa,Cultural Exploration
359,23,Male,74626,Sydney,2024-12-24,13,Business,Car,Hotel,6630,2664,3966,2,Qatar,Relaxation
360,51,Male,49058,Cape Town,2024-12-25,15,Family Visit,Car,Hotel,1351,752,599,5,Qatar,Cultural Exploration
361,27,Male,111053,New York,2024-12-26,12,Leisure,Plane,Airbnb,6335,3066,3269,5,Emirates,Cultural Exploration
362,37,Other,134750,Sydney,2024-12-27,17,Business,Car,Hostel,4120,1573,2547,5,United,Relaxation
363,32,Female,99209,Paris,2024-12-28,4,Leisure,Train,Airbnb,4408,1883,2525,3,Emirates,Adventure Sports
364,37,Other,94620,Paris,2024-12-29,8,Leisure,Car,Hostel,2730,1150,1580,1,United,Sightseeing
365,60,Other,128138,Rio de Janeiro,2024-12-30,13,Leisure,Plane,Hotel,1433,628,805,2,United,Cultural Exploration
366,57,Male,55356,Cape Town,2024-12-31,18,Leisure,Car,Airbnb,7159,3952,3207,5,Delta,Cultural Exploration
367,43,Female,124562,Paris,2025-01-01,4,Business,Plane,Hostel,7188,3399,3789,3,Emirates,Relaxation
368,59,Other,97969,Rio de Janeiro,2025-01-02,3,Leisure,Train,Hostel,2510,936,1574,5,Lufthansa,Cultural Exploration
369,28,Female,86842,Cape Town,2025-01-03,12,Leisure,Bus,Resort,4520,1433,3087,4,Lufthansa,Sightseeing
370,25,Female,113599,Cape Town,2025-01-04,11,Business,Plane,Resort,996,443,553,3,Lufthansa,Sightseeing
371,23,Male,53630,Sydney,2025-01-05,3,Family Visit,Car,Hostel,8904,4727,4177,5,Delta,Relaxation
372,47,Female,65895,Sydney,2025-01-06,20,Family Visit,Car,Airbnb,2797,1084,1713,2,Emirates,Sightseeing
373,55,Female,43894,Paris,2025-01-07,19,Business,Car,Airbnb,5935,2236,3699,4,Delta,Sightseeing
374,37,Female,37000,Sydney,2025-01-08,7,Family Visit,Car,Resort,3416,1928,1488,4,Delta,Relaxation
375,39,Female,84758,New York,2025-01-09,17,Business,Train,Hotel,1546,860,686,2,Lufthansa,Adventure Sports
376,66,Female,47200,Paris,2025-01-10,6,Business,Bus,Hotel,3439,1331,2108,4,United,Cultural Exploration
377,35,Female,76890,Tokyo,2025-01-11,12,Leisure,Car,Hostel,4544,2030,2514,4,Delta,Adventure Sports
378,29,Other,55032,Paris,2025-01-12,16,Leisure,Bus,Airbnb,4903,2232,2671,1,Delta,Sightseeing
379,47,Other,87193,Rio de Janeiro,2025-01-13,15,Family Visit,Train,Airbnb,7333,3544,3789,4,United,Cultural Exploration
380,69,Other,92664,Rio de Janeiro,2025-01-14,18,Leisure,Car,Hostel,3487,1335,2152,5,Qatar,Cultural Exploration
381,39,Male,78698,Paris,2025-01-15,5,Family Visit,Bus,Airbnb,8903,4016,4887,1,Lufthansa,Relaxation
382,36,Other,148753,New York,2025-01-16,20,Leisure,Plane,Airbnb,8850,3628,5222,4,Delta,Sightseeing
383,27,Male,57708,Paris,2025-01-17,8,Leisure,Train,Hostel,8321,4381,3940,1,Emirates,Cultural Exploration
384,35,Other,57865,Sydney,2025-01-18,4,Leisure,Train,Hostel,866,403,463,5,United,Relaxation
385,57,Other,105223,Sydney,2025-01-19,18,Family Visit,Plane,Hostel,1398,628,770,5,United,Relaxation
386,27,Male,120823,Tokyo,2025-01-20,3,Leisure,Train,Resort,4280,1799,2481,3,Qatar,Relaxation
387,60,Other,133687,Tokyo,2025-01-21,2,Leisure,Bus,Hostel,1753,607,1146,2,Lufthansa,Sightseeing
388,37,Other,49113,Paris,2025-01-22,10,Family Visit,Bus,Hostel,7775,3959,3816,4,Emirates,Relaxation
389,22,Male,131518,Sydney,2025-01-23,11,Leisure,Car,Hotel,1800,691,1109,4,United,Cultural Exploration
390,31,Other,108685,Tokyo,2025-01-24,2,Family Visit,Plane,Airbnb,5523,2226,3297,5,Delta,Relaxation
391,20,Other,61042,Paris,2025-01-25,5,Business,Plane,Hostel,9997,4193,5804,2,United,Adventure Sports
392,57,Female,72583,Paris,2025-01-26,10,Family Visit,Plane,Airbnb,7008,3584,3424,4,Delta,Sightseeing
393,43,Other,122708,Cape Town,2025-01-27,2,Family Visit,Plane,Resort,4260,2461,1799,3,Delta,Adventure Sports
394,29,Other,121397,Tokyo,2025-01-28,13,Family Visit,Bus,Hotel,3379,1674,1705,1,Lufthansa,Cultural Exploration
395,42,Other,55888,Paris,2025-01-29,18,Leisure,Train,Hotel,3269,1830,1439,4,Emirates,Cultural Exploration
396,32,Male,95838,Tokyo,2025-01-30,9,Business,Train,Hostel,7075,3939,3136,4,Delta,Sightseeing
397,53,Female,140768,Paris,2025-01-31,18,Leisure,Bus,Resort,5765,1735,4030,4,United,Cultural Exploration
398,41,Other,129047,Rio de Janeiro,2025-02-01,1,Leisure,Train,Resort,5545,2773,2772,4,Delta,Cultural Exploration
399,50,Male,20554,Cape Town,2025-02-02,1,Business,Plane,Hotel,8064,3706,4358,2,Delta,Adventure Sports
400,46,Female,51985,Rio de Janeiro,2025-02-03,4,Family Visit,Bus,Hotel,535,210,325,1,Qatar,Cultural Exploration
401,46,Other,106260,Tokyo,2025-02-04,3,Leisure,Bus,Airbnb,4447,2411,2036,2,United,Relaxation
402,34,Other,124279,New York,2025-02-05,20,Family Visit,Train,Airbnb,5220,2843,2377,1,Qatar,Sightseeing
403,36,Female,79193,Paris,2025-02-06,17,Business,Plane,Hotel,6261,2063,4198,5,United,Relaxation
404,46,Other,83832,Paris,2025-02-07,5,Leisure,Car,Hotel,5531,2569,2962,2,Lufthansa,Cultural Exploration
405,45,Male,71012,Cape Town,2025-02-08,17,Business,Car,Airbnb,5502,2847,2655,1,Emirates,Sightseeing
406,27,Male,82929,Tokyo,2025-02-09,17,Family Visit,Bus,Airbnb,7967,4254,3713,5,Delta,Adventure Sports
407,50,Other,93296,Sydney,2025-02-10,19,Leisure,Train,Airbnb,6856,2480,4376,5,Lufthansa,Relaxation
408,34,Female,20748,Sydney,2025-02-11,12,Business,Bus,Hostel,7373,3461,3912,2,Emirates,Cultural Exploration
409,49,Female,60685,New York,2025-02-12,20,Business,Car,Resort,1819,666,1153,3,Emirates,Cultural Exploration
410,66,Other,94921,Paris,2025-02-13,9,Business,Plane,Hotel,9721,3135,6586,5,Lufthansa,Sightseeing
411,37,Male,29775,Paris,2025-02-14,14,Business,Train,Resort,1960,880,1080,1,United,Sightseeing
412,53,Other,61123,New York,2025-02-15,20,Leisure,Plane,Resort,3826,2121,1705,3,Emirates,Sightseeing
413,61,Female,71568,New York,2025-02-16,4,Family Visit,Car,Resort,5495,1835,3660,4,United,Relaxation
414,34,Female,66643,Cape Town,2025-02-17,9,Family Visit,Train,Airbnb,9652,4163,5489,1,Emirates,Adventure Sports
415,52,Female,119698,Tokyo,2025-02-18,7,Business,Train,Hotel,5370,1666,3704,5,Lufthansa,Relaxation
416,38,Female,33594,Paris,2025-02-19,6,Business,Car,Hostel,8509,4031,4478,4,United,Relaxation
417,23,Female,58741,Sydney,2025-02-20,19,Family Visit,Train,Hotel,5452,2345,3107,2,Emirates,Sightseeing
418,29,Other,105159,Cape Town,2025-02-21,16,Leisure,Train,Hotel,2296,909,1387,1,United,Adventure Sports
419,46,Male,49186,Paris,2025-02-22,4,Family Visit,Bus,Resort,7878,3779,4099,2,United,Adventure Sports
420,58,Other,86164,Tokyo,2025-02-23,17,Family Visit,Car,Resort,8784,2966,5818,1,Emirates,Adventure Sports
421,30,Male,65174,Cape Town,2025-02-24,3,Leisure,Car,Hotel,9593,4367,5226,5,Delta,Sightseeing
422,33,Female,147723,Paris,2025-02-25,9,Business,Train,Resort,2266,1099,1167,4,Delta,Sightseeing
423,20,Other,73283,Tokyo,2025-02-26,14,Business,Plane,Airbnb,3446,1456,1990,5,Lufthansa,Adventure Sports
424,60,Female,53696,New York,2025-02-27,17,Family Visit,Plane,Hotel,7956,4628,3328,1,Emirates,Cultural Exploration
425,59,Female,103152,Sydney,2025-02-28,14,Leisure,Bus,Resort,9439,2959,6480,2,Lufthansa,Relaxation
426,26,Male,46197,Sydney,2025-03-01,9,Business,Train,Hostel,7174,2287,4887,4,Delta,Relaxation
427,49,Female,46868,New York,2025-03-02,7,Family Visit,Car,Resort,4810,1514,3296,4,United,Adventure Sports
428,29,Female,66514,New York,2025-03-03,7,Business,Plane,Airbnb,3102,1070,2032,4,Lufthansa,Adventure Sports
429,69,Male,61222,Tokyo,2025-03-04,5,Family Visit,Car,Hostel,6584,3156,3428,3,United,Adventure Sports
430,68,Other,148849,Tokyo,2025-03-05,17,Family Visit,Plane,Hotel,1080,544,536,2,United,Adventure Sports
431,41,Male,99693,Rio de Janeiro,2025-03-06,10,Family Visit,Car,Resort,7575,3945,3630,2,Emirates,Cultural Exploration
432,57,Other,92348,Rio de Janeiro,2025-03-07,9,Leisure,Train,Hostel,2659,1165,1494,4,United,Cultural Exploration
433,63,Female,81133,New York,2025-03-08,14,Leisure,Plane,Hotel,8297,4499,3798,1,Emirates,Adventure Sports
434,62,Male,59330,Sydney,2025-03-09,11,Business,Train,Hostel,2373,1095,1278,5,Delta,Adventure Sports
435,30,Male,140359,Tokyo,2025-03-10,6,Business,Bus,Hostel,4852,2513,2339,2,United,Sightseeing
436,66,Male,117572,Paris,2025-03-11,1,Family Visit,Car,Hostel,2034,657,1377,3,Emirates,Sightseeing
