User ID,User Age,User Gender,User Income,Starting Place,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities,Starting Destination
209,43,Male,142753,Australia,Paris,2024-07-27,6,Business,Car,Resort,6019,2156,3863,3,United,Sightseeing,India
210,23,Male,93214,India,Tokyo,2024-07-28,17,Family Visit,Plane,Hotel,6442,3443,2999,1,Lufthansa,Cultural Exploration,India
211,39,Male,81262,Canada,Tokyo,2024-07-29,1,Leisure,Train,Hotel,3522,1166,2356,4,Qatar,Cultural Exploration,India
212,45,Male,34762,Australia,Sydney,2024-07-30,17,Business,Car,Airbnb,9899,5129,4770,5,Emirates,Sightseeing,India
213,44,Other,72859,UK,Rio de Janeiro,2024-07-31,11,Business,Plane,Hostel,9213,4968,4245,4,Lufthansa,Relaxation,India
214,60,Female,64130,USA,Tokyo,2024-08-01,11,Business,Bus,Hotel,615,188,427,3,United,Relaxation,India
215,51,Female,111814,Canada,Rio de Janeiro,2024-08-02,18,Business,Car,Hotel,691,282,409,2,Qatar,Cultural Exploration,India
216,38,Other,136143,UK,Paris,2024-08-03,18,Leisure,Car,Resort,5079,2968,2111,4,Lufthansa,Cultural Exploration,India
217,50,Other,75941,Canada,Cape Town,2024-08-04,20,Business,Plane,Hostel,8774,4537,4237,5,United,Cultural Exploration,India
218,22,Other,20933,Canada,New York,2024-08-05,13,Leisure,Plane,Airbnb,9828,3829,5999,5,Emirates,Sightseeing,India
219,39,Other,133791,Canada,Cape Town,2024-08-06,15,Leisure,Car,Airbnb,9468,3867,5601,1,Emirates,Relaxation,India
220,63,Male,78427,India,Sydney,2024-08-07,16,Family Visit,Car,Hostel,4749,2076,2673,3,United,Cultural Exploration,India
221,61,Male,121828,India,Rio de Janeiro,2024-08-08,6,Leisure,Train,Resort,7653,2772,4881,1,Delta,Relaxation,India
222,32,Other,41004,India,Rio de Janeiro,2024-08-09,12,Family Visit,Plane,Resort,6589,2563,4026,5,Lufthansa,Cultural Exploration,India
223,39,Other,25279,UK,Rio de Janeiro,2024-08-10,5,Business,Car,Airbnb,7411,2695,4716,4,Delta,Sightseeing,India
224,66,Male,106507,UK,New York,2024-08-11,2,Business,Train,Resort,4578,1781,2797,1,Delta,Adventure Sports,India
225,25,Male,44266,Canada,Rio de Janeiro,2024-08-12,1,Family Visit,Train,Hostel,2615,1497,1118,4,United,Cultural Exploration,India
226,58,Other,103555,USA,Cape Town,2024-08-13,18,Business,Train,Airbnb,2217,1271,946,2,Qatar,Sightseeing,India
227,64,Female,133376,UK,New York,2024-08-14,13,Business,Plane,Hotel,9037,5033,4004,1,Qatar,Relaxation,India
228,19,Male,120334,Canada,Rio de Janeiro,2024-08-15,14,Family Visit,Plane,Hostel,1205,717,488,1,Qatar,Relaxation,India
229,34,Other,26261,USA,Sydney,2024-08-16,18,Leisure,Bus,Resort,3119,1096,2023,5,Emirates,Relaxation,India
230,65,Male,66538,Australia,Tokyo,2024-08-17,13,Leisure,Plane,Resort,8952,4377,4575,3,Delta,Relaxation,India
231,29,Male,26436,Australia,Paris,2024-08-18,8,Leisure,Plane,Resort,5641,1737,3904,4,United,Relaxation,India
232,49,Female,25221,UK,Paris,2024-08-19,20,Business,Car,Hostel,3832,2206,1626,1,Qatar,Relaxation,India
233,26,Male,129860,India,Sydney,2024-08-20,12,Leisure,Bus,Resort,2405,846,1559,4,Lufthansa,Relaxation,India
234,20,Female,77746,India,Rio de Janeiro,2024-08-21,15,Family Visit,Bus,Hotel,8699,4083,4616,4,United,Sightseeing,India
235,58,Other,127211,UK,Sydney,2024-08-22,12,Family Visit,Car,Hostel,8448,2642,5806,2,United,Cultural Exploration,India
236,37,Male,126215,Canada,Cape Town,2024-08-23,4,Leisure,Bus,Hostel,5371,2175,3196,4,Lufthansa,Sightseeing,India
237,57,Male,114718,India,Cape Town,2024-08-24,2,Leisure,Bus,Airbnb,2568,1408,1160,2,Emirates,Cultural Exploration,India
238,44,Female,114453,USA,Rio de Janeiro,2024-08-25,2,Family Visit,Bus,Airbnb,2286,734,1552,3,United,Sightseeing,India
239,39,Female,120635,India,New York,2024-08-26,3,Leisure,Train,Hostel,8379,3853,4526,5,Emirates,Adventure Sports,India
240,69,Male,105815,UK,Sydney,2024-08-27,17,Leisure,Train,Hotel,3593,1195,2398,2,Delta,Relaxation,India
241,53,Female,63834,Australia,Tokyo,2024-08-28,19,Family Visit,Car,Airbnb,7697,3631,4066,1,Lufthansa,Cultural Exploration,India
242,69,Other,118110,Australia,New York,2024-08-29,20,Leisure,Car,Airbnb,9044,4613,4431,2,Qatar,Adventure Sports,India
243,54,Female,52274,Australia,Tokyo,2024-08-30,11,Leisure,Car,Hotel,8953,3763,5190,2,Delta,Cultural Exploration,India
244,23,Other,70783,Canada,Rio de Janeiro,2024-08-31,9,Business,Train,Hotel,5810,2255,3555,4,United,Sightseeing,India
245,36,Male,113923,USA,Paris,2024-09-01,20,Business,Train,Hotel,8031,2962,5069,5,Lufthansa,Cultural Exploration,India
246,24,Other,58208,Canada,New York,2024-09-02,4,Family Visit,Car,Airbnb,9895,3602,6293,4,Emirates,Sightseeing,India
247,45,Female,111596,USA,Rio de Janeiro,2024-09-03,10,Business,Train,Resort,4078,1396,2682,5,Lufthansa,Sightseeing,India
248,67,Female,30151,Canada,Tokyo,2024-09-04,6,Family Visit,Car,Hostel,2222,1029,1193,2,Lufthansa,Sightseeing,India
249,52,Other,97549,India,Paris,2024-09-05,19,Family Visit,Plane,Resort,6108,3185,2923,3,Lufthansa,Adventure Sports,India
250,58,Female,109683,Australia,New York,2024-09-06,14,Business,Plane,Hostel,4337,1656,2681,4,Delta,Sightseeing,India
251,41,Female,87133,USA,Cape Town,2024-09-07,16,Family Visit,Train,Hostel,1533,663,870,4,Lufthansa,Adventure Sports,India
252,43,Female,122267,Canada,Tokyo,2024-09-08,12,Leisure,Bus,Hotel,1598,886,712,3,Lufthansa,Cultural Exploration,India
253,48,Male,51957,Australia,Paris,2024-09-09,17,Leisure,Plane,Airbnb,3196,1116,2080,5,Qatar,Sightseeing,India
254,46,Male,120709,USA,Paris,2024-09-10,6,Leisure,Plane,Airbnb,7927,4744,3183,5,Lufthansa,Cultural Exploration,India
255,58,Female,48732,USA,New York,2024-09-11,19,Business,Plane,Airbnb,1963,869,1094,3,Delta,Adventure Sports,India
256,28,Other,58252,UK,Sydney,2024-09-12,19,Business,Train,Airbnb,5190,2475,2715,5,Emirates,Cultural Exploration,India
257,37,Male,63490,UK,Tokyo,2024-09-13,4,Family Visit,Plane,Resort,3526,1354,2172,5,Qatar,Relaxation,India
258,36,Male,45537,India,New York,2024-09-14,18,Leisure,Plane,Hostel,1180,408,772,5,Qatar,Relaxation,India
259,24,Other,51325,Canada,Paris,2024-09-15,17,Leisure,Car,Hostel,3087,1267,1820,3,Lufthansa,Sightseeing,India
260,28,Male,33866,Australia,Tokyo,2024-09-16,8,Business,Plane,Resort,1550,746,804,4,Lufthansa,Sightseeing,India
261,40,Female,82787,Canada,Paris,2024-09-17,4,Family Visit,Train,Resort,3999,1285,2714,3,United,Relaxation,India
262,30,Female,76247,UK,New York,2024-09-18,13,Business,Car,Hotel,752,339,413,4,Delta,Sightseeing,India
263,19,Other,111374,India,New York,2024-09-19,18,Family Visit,Train,Airbnb,8612,3321,5291,5,Lufthansa,Relaxation,India
264,46,Female,95906,Canada,Tokyo,2024-09-20,3,Business,Plane,Hotel,4291,2132,2159,1,United,Cultural Exploration,India
265,35,Other,30304,USA,New York,2024-09-21,20,Leisure,Train,Hostel,1169,675,494,4,Emirates,Sightseeing,India
266,34,Other,55664,UK,Cape Town,2024-09-22,15,Family Visit,Bus,Resort,4028,2034,1994,5,Lufthansa,Sightseeing,India
267,33,Other,42859,Canada,Paris,2024-09-23,7,Family Visit,Train,Airbnb,4779,2445,2334,4,Lufthansa,Adventure Sports,India
268,49,Male,21741,India,Sydney,2024-09-24,20,Business,Car,Resort,9369,3950,5419,1,Emirates,Cultural Exploration,India
269,46,Female,67597,USA,Sydney,2024-09-25,19,Leisure,Car,Hostel,5284,2418,2866,4,Delta,Adventure Sports,India
270,56,Male,54699,UK,Rio de Janeiro,2024-09-26,4,Leisure,Train,Hotel,6101,2413,3688,5,Lufthansa,Cultural Exploration,India
271,68,Other,62182,India,Tokyo,2024-09-27,2,Leisure,Plane,Airbnb,9134,4120,5014,4,United,Relaxation,India
272,61,Male,105165,UK,Cape Town,2024-09-28,2,Leisure,Plane,Hotel,9866,3594,6272,3,Delta,Cultural Exploration,India
273,35,Female,123979,USA,Sydney,2024-09-29,7,Family Visit,Train,Hostel,9161,2940,6221,5,Lufthansa,Sightseeing,India
274,18,Male,148241,Australia,Sydney,2024-09-30,6,Business,Car,Hostel,3418,1070,2348,3,Emirates,Relaxation,India
275,26,Female,120715,UK,New York,2024-10-01,8,Business,Plane,Airbnb,1954,669,1285,3,United,Relaxation,India
276,59,Female,36667,USA,Sydney,2024-10-02,1,Leisure,Car,Hostel,4664,2193,2471,1,Qatar,Cultural Exploration,India
277,41,Male,92413,USA,Cape Town,2024-10-03,13,Leisure,Plane,Hotel,4949,2127,2822,2,Lufthansa,Cultural Exploration,India
278,52,Male,144590,Canada,Cape Town,2024-10-04,19,Business,Car,Resort,3028,1670,1358,1,Lufthansa,Adventure Sports,India
279,26,Female,124320,UK,Tokyo,2024-10-05,1,Leisure,Car,Hotel,789,431,358,4,Emirates,Cultural Exploration,India
280,60,Female,147970,USA,New York,2024-10-06,2,Family Visit,Bus,Hotel,3883,1318,2565,4,United,Cultural Exploration,India
281,64,Male,39136,Australia,Sydney,2024-10-07,5,Family Visit,Bus,Hotel,2954,905,2049,2,Qatar,Relaxation,India
282,63,Female,146563,Canada,Tokyo,2024-10-08,12,Family Visit,Bus,Hotel,4816,1532,3284,4,Delta,Sightseeing,India
283,46,Other,110917,UK,Cape Town,2024-10-09,11,Family Visit,Train,Airbnb,5583,3279,2304,4,Delta,Relaxation,India
284,51,Female,122336,USA,Paris,2024-10-10,1,Family Visit,Bus,Airbnb,914,548,366,3,United,Relaxation,India
285,36,Other,98817,Canada,Cape Town,2024-10-11,17,Leisure,Bus,Hostel,7060,2785,4275,1,Emirates,Relaxation,India
286,51,Female,21989,USA,Paris,2024-10-12,7,Family Visit,Plane,Resort,7842,2903,4939,3,United,Adventure Sports,India
287,56,Female,47293,Canada,Tokyo,2024-10-13,7,Business,Plane,Hotel,8124,3863,4261,4,Delta,Adventure Sports,India
288,36,Other,93704,Australia,Paris,2024-10-14,7,Family Visit,Plane,Resort,1657,953,704,5,Lufthansa,Sightseeing,India
289,39,Male,59818,India,Tokyo,2024-10-15,3,Leisure,Plane,Hostel,1357,766,591,4,United,Relaxation,India
290,18,Other,101415,Australia,New York,2024-10-16,6,Family Visit,Train,Hotel,2633,1123,1510,2,Lufthansa,Cultural Exploration,India
291,23,Female,29402,UK,New York,2024-10-17,18,Family Visit,Train,Hostel,5154,2136,3018,4,Qatar,Cultural Exploration,India
292,43,Other,54046,Australia,Cape Town,2024-10-18,20,Leisure,Train,Airbnb,6241,3375,2866,2,Delta,Sightseeing,India
293,46,Male,105810,USA,Tokyo,2024-10-19,18,Family Visit,Bus,Airbnb,4846,1886,2960,3,Lufthansa,Cultural Exploration,India
294,39,Other,122494,USA,Rio de Janeiro,2024-10-20,15,Family Visit,Train,Airbnb,3079,1594,1485,1,Qatar,Cultural Exploration,India
295,42,Male,73985,India,Rio de Janeiro,2024-10-21,19,Business,Plane,Resort,1681,917,764,5,Emirates,Adventure Sports,India
296,32,Male,90199,USA,Rio de Janeiro,2024-10-22,5,Family Visit,Train,Resort,6908,2406,4502,3,Lufthansa,Adventure Sports,India
297,42,Male,29751,Australia,Cape Town,2024-10-23,14,Family Visit,Car,Resort,3951,1710,2241,1,Emirates,Sightseeing,India
298,67,Male,106299,Canada,Sydney,2024-10-24,6,Leisure,Car,Resort,9000,4071,4929,1,United,Sightseeing,India
299,23,Other,36288,India,Paris,2024-10-25,20,Family Visit,Bus,Airbnb,8576,2742,5834,4,Lufthansa,Relaxation,India
300,32,Female,68815,USA,New York,2024-10-26,10,Family Visit,Train,Airbnb,2247,1196,1051,2,Emirates,Relaxation,India
301,46,Male,86749,Canada,Tokyo,2024-10-27,15,Leisure,Train,Resort,2250,1119,1131,2,Delta,Sightseeing,India
302,36,Female,132564,Canada,Tokyo,2024-10-28,19,Family Visit,Car,Resort,8305,3716,4589,2,Delta,Adventure Sports,India
303,38,Male,31698,USA,Paris,2024-10-29,8,Family Visit,Bus,Airbnb,6454,3704,2750,4,Qatar,Adventure Sports,India
304,57,Female,40186,Canada,Sydney,2024-10-30,16,Family Visit,Train,Resort,2475,825,1650,4,United,Sightseeing,India
305,27,Male,134466,USA,Rio de Janeiro,2024-10-31,17,Family Visit,Car,Resort,3463,1403,2060,5,United,Relaxation,India
306,31,Female,108483,Australia,Rio de Janeiro,2024-11-01,19,Leisure,Bus,Hostel,6831,3013,3818,4,Delta,Adventure Sports,India
307,55,Male,20944,USA,Paris,2024-11-02,2,Leisure,Car,Airbnb,4501,1734,2767,3,Qatar,Sightseeing,India
308,34,Male,39038,India,Rio de Janeiro,2024-11-03,3,Leisure,Bus,Hotel,2891,922,1969,4,United,Relaxation,India
309,52,Male,137910,UK,New York,2024-11-04,20,Business,Bus,Resort,3821,2278,1543,3,Emirates,Adventure Sports,India
310,46,Female,146057,Australia,Paris,2024-11-05,6,Business,Plane,Hotel,8828,4055,4773,2,Qatar,Sightseeing,India
311,24,Male,57811,India,New York,2024-11-06,1,Family Visit,Bus,Resort,7350,4064,3286,2,Lufthansa,Relaxation,India
312,27,Female,24196,India,Tokyo,2024-11-07,16,Family Visit,Plane,Hotel,9205,5246,3959,4,Qatar,Cultural Exploration,India
313,48,Female,76627,India,Rio de Janeiro,2024-11-08,8,Leisure,Train,Hotel,1867,645,1222,3,Delta,Adventure Sports,India
314,23,Other,61768,Australia,Paris,2024-11-09,6,Family Visit,Car,Hostel,3663,1558,2105,3,Lufthansa,Sightseeing,India
315,48,Other,134963,India,Tokyo,2024-11-10,2,Business,Plane,Airbnb,7748,2435,5313,2,Emirates,Relaxation,India
316,63,Female,66221,UK,Cape Town,2024-11-11,13,Family Visit,Train,Hostel,9640,3681,5959,2,Delta,Relaxation,India
317,29,Male,103237,UK,New York,2024-11-12,10,Leisure,Train,Hotel,7180,3680,3500,2,Delta,Sightseeing,India
318,64,Other,45339,Australia,New York,2024-11-13,5,Business,Train,Airbnb,8474,3397,5077,1,Qatar,Relaxation,India
319,41,Other,112148,Canada,Paris,2024-11-14,11,Family Visit,Plane,Resort,1546,539,1007,1,Lufthansa,Adventure Sports,India
320,51,Female,110966,India,Cape Town,2024-11-15,18,Business,Bus,Hostel,998,411,587,5,Lufthansa,Cultural Exploration,India
321,36,Female,104885,India,Paris,2024-11-16,6,Leisure,Train,Airbnb,6047,2507,3540,1,Qatar,Adventure Sports,India
322,57,Female,44483,Canada,Cape Town,2024-11-17,3,Business,Train,Airbnb,3396,1887,1509,4,Emirates,Cultural Exploration,India
323,66,Female,110009,UK,Rio de Janeiro,2024-11-18,19,Business,Train,Airbnb,714,222,492,3,Emirates,Relaxation,India
324,44,Male,148339,Australia,Rio de Janeiro,2024-11-19,20,Leisure,Plane,Resort,2533,1354,1179,4,Lufthansa,Relaxation,India
325,33,Other,79560,Canada,Rio de Janeiro,2024-11-20,3,Family Visit,Bus,Airbnb,9408,3586,5822,5,United,Relaxation,India
326,22,Other,59252,Canada,New York,2024-11-21,6,Leisure,Car,Hotel,1220,663,557,2,Delta,Sightseeing,India
327,64,Male,61021,Canada,Paris,2024-11-22,12,Business,Car,Airbnb,6565,3628,2937,3,Qatar,Cultural Exploration,India
328,37,Male,54946,USA,Sydney,2024-11-23,15,Leisure,Bus,Hostel,6587,2208,4379,1,Emirates,Relaxation,India
329,26,Other,61347,UK,Rio de Janeiro,2024-11-24,13,Family Visit,Bus,Hotel,4846,2894,1952,5,United,Cultural Exploration,India
330,29,Other,112504,USA,Tokyo,2024-11-25,2,Business,Train,Hotel,7881,2855,5026,1,Lufthansa,Sightseeing,India
331,26,Female,130187,USA,Paris,2024-11-26,6,Leisure,Bus,Hostel,7424,4143,3281,4,Qatar,Sightseeing,India
332,18,Female,67469,India,Cape Town,2024-11-27,14,Business,Bus,Hotel,1141,603,538,3,Emirates,Adventure Sports,India
333,62,Male,80267,India,Paris,2024-11-28,4,Business,Train,Airbnb,1837,594,1243,2,United,Cultural Exploration,India
334,45,Other,84551,Canada,New York,2024-11-29,1,Family Visit,Plane,Resort,5987,1844,4143,1,Delta,Relaxation,India
335,33,Other,96648,USA,Tokyo,2024-11-30,2,Business,Plane,Hotel,5537,1924,3613,3,Lufthansa,Sightseeing,India
336,41,Female,111952,Australia,Sydney,2024-12-01,13,Family Visit,Car,Resort,4595,2232,2363,1,Delta,Sightseeing,India
337,25,Male,67475,USA,Rio de Janeiro,2024-12-02,7,Leisure,Train,Airbnb,5490,3223,2267,4,United,Cultural Exploration,India
338,61,Male,113057,India,Tokyo,2024-12-03,17,Business,Plane,Resort,2100,644,1456,3,Qatar,Relaxation,India
339,19,Male,79818,India,Rio de Janeiro,2024-12-04,20,Leisure,Car,Hotel,7011,3224,3787,4,Delta,Sightseeing,India
340,48,Other,130723,Australia,New York,2024-12-05,4,Family Visit,Train,Hostel,8895,2921,5974,5,United,Cultural Exploration,India
341,67,Other,58700,UK,Rio de Janeiro,2024-12-06,7,Business,Plane,Hostel,6270,2271,3999,5,United,Adventure Sports,India
342,29,Male,63561,India,Rio de Janeiro,2024-12-07,13,Business,Car,Resort,8509,3362,5147,2,United,Cultural Exploration,India
343,60,Other,21851,Canada,Sydney,2024-12-08,6,Business,Train,Airbnb,2322,1081,1241,5,Delta,Adventure Sports,India
344,51,Male,62663,USA,New York,2024-12-09,15,Business,Plane,Resort,6333,3226,3107,4,Delta,Relaxation,India
345,42,Female,32981,Australia,Rio de Janeiro,2024-12-10,4,Leisure,Plane,Airbnb,700,408,292,1,Delta,Adventure Sports,India
346,43,Female,122943,Canada,New York,2024-12-11,13,Family Visit,Bus,Hostel,3252,1022,2230,3,Lufthansa,Sightseeing,India
347,18,Male,66994,India,Cape Town,2024-12-12,7,Family Visit,Train,Hostel,6781,2324,4457,3,United,Cultural Exploration,India
348,41,Male,76401,USA,Tokyo,2024-12-13,13,Family Visit,Bus,Airbnb,6658,2374,4284,5,Qatar,Sightseeing,India
349,45,Other,46713,Canada,Rio de Janeiro,2024-12-14,3,Family Visit,Car,Hostel,4365,1740,2625,2,Delta,Cultural Exploration,India
350,29,Female,78972,Canada,Rio de Janeiro,2024-12-15,20,Leisure,Car,Resort,8320,4761,3559,5,Lufthansa,Sightseeing,India
351,69,Male,103380,UK,Rio de Janeiro,2024-12-16,15,Leisure,Train,Resort,4136,1382,2754,3,Emirates,Relaxation,India
352,58,Other,128125,UK,Cape Town,2024-12-17,13,Business,Train,Hostel,6720,3129,3591,3,Delta,Relaxation,India
353,63,Male,85730,Australia,New York,2024-12-18,4,Business,Plane,Hotel,5023,2676,2347,1,Qatar,Relaxation,India
354,69,Female,91921,Canada,Sydney,2024-12-19,3,Family Visit,Bus,Airbnb,1416,720,696,1,Qatar,Cultural Exploration,India
355,19,Female,106685,UK,Tokyo,2024-12-20,16,Leisure,Car,Resort,2903,1567,1336,3,Delta,Adventure Sports,India
356,35,Other,68056,Australia,Cape Town,2024-12-21,15,Business,Train,Hotel,8653,3620,5033,5,Qatar,Relaxation,India
357,58,Other,23445,India,Cape Town,2024-12-22,8,Business,Plane,Airbnb,2094,687,1407,5,United,Relaxation,India
358,51,Other,98723,USA,New York,2024-12-23,14,Business,Car,Airbnb,3627,1249,2378,5,Emirates,Relaxation,India
359,66,Female,46901,USA,Cape Town,2024-12-24,10,Business,Plane,Hotel,5265,2195,3070,3,Lufthansa,Cultural Exploration,India
360,25,Male,53271,UK,Paris,2024-12-25,14,Family Visit,Plane,Hostel,2485,1298,1187,5,Lufthansa,Adventure Sports,India
361,58,Male,131684,India,Sydney,2024-12-26,6,Business,Car,Airbnb,9124,3760,5364,4,Delta,Sightseeing,India
362,47,Male,25041,USA,Paris,2024-12-27,10,Family Visit,Plane,Hotel,4256,1328,2928,5,United,Sightseeing,India
363,62,Female,78613,USA,Sydney,2024-12-28,9,Family Visit,Train,Resort,3831,1361,2470,2,Emirates,Adventure Sports,India
364,63,Other,137342,USA,Tokyo,2024-12-29,10,Business,Car,Airbnb,774,348,426,1,Delta,Relaxation,India
365,38,Male,45295,Canada,Sydney,2024-12-30,12,Family Visit,Car,Resort,3980,2047,1933,3,Lufthansa,Sightseeing,India
366,57,Male,52097,India,New York,2024-12-31,2,Business,Train,Airbnb,8616,4243,4373,3,Lufthansa,Adventure Sports,India
367,68,Female,112986,Australia,Sydney,2025-01-01,1,Leisure,Bus,Hotel,3659,1631,2028,4,Delta,Cultural Exploration,India
368,64,Male,22226,USA,Cape Town,2025-01-02,8,Leisure,Train,Hostel,594,333,261,2,Delta,Cultural Exploration,India
369,63,Male,139528,Australia,Tokyo,2025-01-03,2,Business,Car,Hotel,4308,2191,2117,1,Emirates,Sightseeing,India
370,22,Other,107522,Canada,Cape Town,2025-01-04,17,Business,Plane,Hostel,8849,4801,4048,3,Delta,Sightseeing,India
371,22,Female,113489,UK,Sydney,2025-01-05,4,Business,Plane,Airbnb,5997,2109,3888,4,United,Sightseeing,India
372,38,Male,147439,India,Rio de Janeiro,2025-01-06,4,Leisure,Car,Hostel,7622,4461,3161,1,Delta,Relaxation,India
373,44,Other,41900,India,Tokyo,2025-01-07,10,Family Visit,Bus,Resort,2482,853,1629,3,Qatar,Adventure Sports,India
374,63,Female,62897,India,Cape Town,2025-01-08,12,Family Visit,Car,Airbnb,3405,1424,1981,3,Qatar,Sightseeing,India
375,46,Male,78132,Australia,New York,2025-01-09,17,Business,Car,Hostel,7786,3630,4156,3,Emirates,Adventure Sports,India
376,31,Male,84300,Canada,New York,2025-01-10,11,Family Visit,Train,Airbnb,5959,2338,3621,3,Emirates,Sightseeing,India
377,48,Other,51045,India,Cape Town,2025-01-11,11,Business,Train,Resort,523,165,358,1,United,Cultural Exploration,India
378,44,Female,103482,Canada,Tokyo,2025-01-12,20,Leisure,Train,Resort,8107,3315,4792,2,Delta,Relaxation,India
379,36,Female,137289,Australia,Cape Town,2025-01-13,8,Business,Bus,Hotel,5789,3284,2505,2,Qatar,Sightseeing,India
380,22,Other,38270,India,Sydney,2025-01-14,17,Business,Train,Airbnb,6125,2559,3566,1,Delta,Cultural Exploration,India
381,33,Male,122310,Australia,Sydney,2025-01-15,17,Business,Bus,Hotel,3089,1191,1898,5,Emirates,Cultural Exploration,India
382,25,Female,148324,Australia,Sydney,2025-01-16,6,Business,Train,Hotel,5279,2778,2501,4,Emirates,Relaxation,India
383,28,Female,50363,Canada,Paris,2025-01-17,8,Leisure,Plane,Airbnb,5258,2306,2952,1,Qatar,Relaxation,India
384,65,Female,42688,USA,New York,2025-01-18,6,Business,Train,Hotel,3699,1375,2324,2,Qatar,Relaxation,India
385,33,Male,71048,UK,Paris,2025-01-19,13,Family Visit,Train,Airbnb,5513,3044,2469,5,Qatar,Relaxation,India
386,56,Female,40991,Canada,Sydney,2025-01-20,10,Family Visit,Plane,Resort,4544,2703,1841,3,Delta,Relaxation,India
387,35,Female,88193,India,New York,2025-01-21,16,Leisure,Plane,Hotel,1715,557,1158,1,Qatar,Cultural Exploration,India
388,43,Male,55136,Australia,Sydney,2025-01-22,11,Leisure,Plane,Hostel,1559,896,663,1,Lufthansa,Relaxation,India
389,42,Male,89596,India,Sydney,2025-01-23,14,Leisure,Car,Hostel,3619,1985,1634,3,Delta,Sightseeing,India
390,50,Female,53097,Canada,Paris,2025-01-24,8,Business,Plane,Hostel,3722,1812,1910,4,Qatar,Adventure Sports,India
